,Scabiosa lucida,Sesleria albicans,Prunella grandiflora,Carex sempervirens,Avenula pubescens,Carex montana,Gentiana asclepiadea,Campanula rotundifolia,Calamagrostis epigejos,Festuca rubra,Rhinanthus glacialis,Polygaloides chamaebuxus,Serratula tinctoria,Festuca filiformis,Agrostis canina,Bromus erectus,Daucus carota,Carex panicea,Trifolium pratense,Vincetoxicum hirundinaria,Ranunculus acris,Filipendula vulgaris,Amelanchier ovalis,Convolvulus arvensis,Epipactis palustris,Leontodon incanus,Koeleria pyramidata,Trisetum flavescens,Briza media,Trollius europaeus,Carex leporina,Agrimonia eupatoria,Dactylis glomerata,Polygala vulgaris,Buphthalmum salicifolium,Arrhenatherum elatius,Frangula alnus,Thesium rostratum,Heracleum sphondylium,Pinus sylvestris,Festuca ovina,Peucedanum cervaria,Sanguisorba officinalis,Hypochaeris radicata,Carex arenaria,Cerastium semidecandrum,Luzula campestris,Polygonatum odoratum,Carlina acaulis,Gladiolus palustris,Poa pratensis,Holcus lanatus,Angelica sylvestris,Agrostis capillaris,Lotus corniculatus,Equisetum palustre,Carex flacca,Vicia cracca,Hypericum perforatum,Trifolium montanum,Thymus praecox,Pimpinella saxifraga,Rubus caesius,Dactylorhiza incarnata,Aira praecox,Cirsium tuberosum,Gymnadenia conopsea,Platanthera bifolia,Carex nigra,Siler montanum,Pilosella officinarum,Crataegus monogyna,Potentilla erecta,Teucrium montanum,Phragmites australis,Molinia caerulea,Erica arborea,Galium verum,Globularia nudicaulis,Tofieldia calyculata,Plantago lanceolata,Hippocrepis comosa,Danthonia decumbens,Leucanthemum vulgare,Ranunculus polyanthemos,Galium mollugo,Juncus effusus,Betonica officinalis,Schoenus ferrugineus,Centaurea jacea,Carex humilis,Quercus robur,Galium anisophyllon,Senecio sylvaticus,Allium carinatum,Helictochloa pratensis,Viola hirta,Calluna vulgaris,Plantago major,Brachypodium rupestre
Koeleria pyramidata,0.9919584367910996,0.9726308489855634,0.9980377104224272,0.9871442039085224,0.44490428716398744,0.9970642998479211,0.9694048417596696,0.9922002264579117,0.09471882477549216,0.16530404087565395,0.9958305977682351,0.9667860739236028,0.8785471290962007,0.2943197592241059,0.3398561446264763,0.9967958017723915,0.011224674523457184,0.7236800166271043,0.06488396239692272,0.9194280368619118,0.06602720454496284,0.9983834921275079,0.9361615245756288,0.0926545411921304,0.5903542574785423,0.7886752177730368,0.0,0.018187030762288278,0.7625137157933132,0.957718198983829,0.04610792276587204,0.05253768190103946,0.08460996979048754,0.7973296786555929,0.9740936350289664,0.041660922050278666,0.8291555949450791,0.9344682098781122,0.04990090351787219,0.7761775083470941,0.1634323759393358,0.9546121400437149,0.6557948487234022,0.05098310326262134,0.09833708953647056,0.168817545888789,0.09734845685982696,0.9160605071029683,0.9354337025069994,0.9960347017757422,0.038746921345148046,0.06922701389229276,0.31187507488905036,0.20762793720508665,0.6398768473389068,0.17903349253065953,0.6953664078031252,0.09517914375611652,0.009589834204792272,0.9886416733182936,0.9877841460032352,0.37148809590762594,0.18115836143022995,0.43515592847765905,0.14973055546438102,0.9845973090867507,0.9752288519482715,0.8085988200281748,0.3204658530857499,0.9242704014470055,0.2482521823244143,0.1667824325070209,0.7354200232219054,0.9800285184304166,0.3561232242765062,0.8301690296163352,0.9602230743889604,0.6402341595177895,0.9294863076006847,0.9897846677974577,0.12479326387780795,0.9944098374367648,0.8261683515665734,0.2807532175016787,0.7917189426580868,0.19789163298980267,0.05380599894303813,0.9205274929885474,0.9551181163330507,0.6379482998429422,0.9184214232588939,0.4263426124950246,0.9891364953930252,0.16325403016731918,0.9920685595814759,0.9892531730267078,0.8604890373976537,0.8393096125069429,0.03345226073930132,0.9791226409333302
Trisetum flavescens,0.014596997638207399,0.019472262961549466,0.02543126189829928,0.016464368331034908,0.6859421367789743,0.011033932336764576,0.06826318415203467,0.04240104590367777,0.8849330488875186,0.8873503966356898,0.03290836644901978,0.017442331088276797,0.2402078482212729,0.5768877049071437,0.7449215216981864,0.030557863721828987,0.9723378854359316,0.3671943352836153,0.9721766937478821,0.1861417759972623,0.9677107118961653,0.020250675782497302,0.004317535574172694,0.9442485846363639,0.5758823940144793,0.002080805388551798,0.018187030762288278,0.0,0.42522687224105804,0.08237487566290866,0.9599147279951081,0.9537122762706524,0.9548622343062924,0.39153331282056897,0.016914902561073288,0.9867411062486556,0.31987294673412037,0.0020577468084027367,0.9730072698306821,0.4115210359747547,0.9076922470346168,0.0074806671517043555,0.5120620623904459,0.9802028691855595,0.8616119055460737,0.7633245287832686,0.8822035874514956,0.0008571970409331261,0.0010179245230611483,0.030818222309656352,0.9895028807052905,0.9625603003101415,0.8027260162900051,0.8602269187197148,0.6058754919470618,0.8727145860877412,0.5174586235433297,0.9346142471633235,0.9819993360693628,0.024438478948904538,0.04765852927188959,0.7427744571533612,0.8590718435645688,0.6541309098779986,0.8158976159928473,0.0536412894126536,0.030388362958430677,0.2993161003162177,0.7401854932494857,0.002460651073678742,0.8638016684277953,0.898394314047221,0.38808048127415073,0.0062857440101664,0.7538375645407479,0.3080883181422635,0.02270069833063803,0.5956141995727537,0.01044064650464129,0.0474291487469163,0.9310288435413714,0.008312710671292956,0.2085078294459785,0.8354672670292993,0.3969959226334348,0.8646154793291511,0.9681000570625479,0.1544185732447586,0.09525408533959986,0.6004071945666565,0.0065552889660522185,0.6521033601348875,0.006000529890531303,0.7541650529203905,0.023758056481546663,0.03125338083175814,0.3042731387897557,0.3499556071798302,0.9729086963810198,0.05268952046983276
Briza media,0.731472639464455,0.7290311643360731,0.7800361175735468,0.7329180064779003,0.9057022627547089,0.7258495376886477,0.8321578868987665,0.821439298259434,0.633636813185498,0.6987173771768621,0.8070171091099622,0.7172062011236678,0.9718433348683222,0.8305416278221581,0.8481538555381558,0.8014796961619189,0.3650238929669612,0.9885868893140448,0.5440008285476857,0.9414256390781807,0.5588250900047442,0.7627407330081158,0.6293656444274703,0.563448229557044,0.9675645050832895,0.5239186491753806,0.7625137157933132,0.42522687224105804,0.0,0.8890430752670841,0.5342478885391425,0.5493064615102049,0.5612352865055609,0.9977208682724092,0.7217420230072081,0.4909121626154597,0.9913361177260601,0.6029654903029696,0.4958207037798263,0.9996927420333235,0.6772880176828311,0.6643720198045578,0.986233688378923,0.5269881946470365,0.642738406094393,0.7308430775713811,0.6375856168699934,0.5669832493872904,0.5874178574913237,0.7924159298274979,0.4970282390415389,0.5680217372322712,0.8164534644141404,0.7386906997191116,0.97103952674703,0.7154142849870706,0.9928235534762317,0.6160709209441858,0.36240199516718347,0.7959833366426684,0.8207098830256171,0.8632651306958103,0.7228134085868928,0.9055557759079698,0.7068591118585049,0.828568101520581,0.8153174266091403,0.9884708896083225,0.8391239568223131,0.6023214371046863,0.7399875098583921,0.6909699847485526,0.9940870512858375,0.6777559977691745,0.8535613093358433,0.9900002045583368,0.7280299086361821,0.974724030286806,0.6620658857885952,0.8282338966494444,0.6361186159422267,0.7106770839405008,0.9638730883009441,0.7842896699110775,0.9984501192630236,0.7309396052683106,0.5439946868160516,0.9389399313624457,0.8558265159527959,0.9731572730828015,0.6343445972083286,0.9018117577850497,0.6903340486615386,0.7263589758787558,0.7922691476066503,0.8122401253926478,0.9557710085037596,0.9723003111221207,0.44869584370857074,0.8163614192067803
Trollius europaeus,0.9288602160719059,0.9104345333740566,0.9626721922257339,0.9247963000995796,0.6232178995951595,0.933996706257108,0.9616813083872737,0.9813334859707469,0.23820696658275053,0.3197491169130303,0.9792636899942374,0.8996307712414058,0.9683106849719422,0.5083532550361737,0.522745775082397,0.9770824253585072,0.057286338230941806,0.8768904118501558,0.1702738619759111,0.9795871801818843,0.17736683726990315,0.953245609216577,0.8298864879206482,0.20241288189655238,0.7551007461437064,0.6784150448269851,0.957718198983829,0.08237487566290866,0.8890430752670841,0.0,0.1507140594969777,0.162777440636673,0.19444191943417194,0.9108196007677251,0.9077383279942658,0.12892281198818323,0.9385028761377926,0.8149654529887532,0.13901215407431453,0.8981217980137783,0.30653604746524693,0.8622024162758974,0.8114355273488117,0.15113280195102455,0.2469966279107094,0.3499738267185092,0.24224817559043746,0.7845716852097102,0.8163524807024234,0.9670767370411583,0.12823013728765456,0.18408290719094353,0.48167886526465764,0.3702305265347077,0.7759866068176713,0.33853090808220204,0.8334913880383205,0.22707040049171504,0.05420283571588094,0.9784219510150287,0.9738178332600382,0.5497804511089476,0.3448891567136367,0.6225519616388872,0.3194185214920227,0.9749149650818498,0.9846893540908523,0.9331312618399057,0.5069008793923534,0.8068414284931301,0.39643374919432156,0.3160858554676393,0.8812141343943262,0.8905296718264124,0.5340528496782528,0.9412157756079608,0.9004253536769701,0.7804553251114399,0.8434222307050229,0.9820791809821975,0.25848325296424673,0.9254693476017076,0.9505850469955005,0.44213753929158583,0.9075619868375013,0.3595445415834684,0.16092289914257943,0.9908334415026366,0.9613300113960244,0.7774645452485521,0.8206467768284436,0.6157662865804873,0.9105135948993341,0.3447767060371009,0.9767429322969521,0.9848148458074519,0.9290945726571712,0.9204585689663382,0.10714458947433189,0.9621380761474746
Carex leporina,0.03744301518628716,0.04475171780137787,0.05846958012095469,0.040457630560215216,0.7965729348151509,0.031378044951982875,0.12023189712904123,0.08706370890620564,0.9766764420346123,0.957076300882745,0.07260406010657917,0.04080928418256097,0.34041224336089415,0.7462646607231778,0.8544962123406891,0.0686235003860074,0.8811901279512045,0.49459465662515534,0.9760816175114148,0.27292761642662555,0.9895006135900941,0.04903741817742267,0.013951040468448708,0.9390024307996507,0.6912636419620151,0.006970620040649607,0.04610792276587204,0.9599147279951081,0.5342478885391425,0.1507140594969777,0.0,0.9995672003635054,0.953784252555795,0.49622243744933386,0.04030439593969345,0.9667562777293008,0.4274343789205328,0.008289270068573908,0.9463465951033022,0.5192124308859138,0.9518617074628336,0.021341313538848786,0.6294250253852823,0.9884750693178188,0.9663249636427578,0.9008597923405386,0.9751524203427345,0.0045010588795506914,0.005514809379466842,0.06745087299063075,0.985114111260714,0.9915955405356904,0.88755795567847,0.937292606213864,0.6945775842554133,0.9498923587037793,0.6225539686871937,0.9868876358759117,0.893681401477821,0.06031417600704003,0.09339470337353854,0.8457517877570344,0.9457478435972512,0.7783888939384956,0.9344229794009347,0.1020741373453141,0.07239068055432,0.41463389799032874,0.8562208459302227,0.00920157571150251,0.9098690595033575,0.9554811904904369,0.5107012541191646,0.01980211712071604,0.8551554248099168,0.4169527725291397,0.049497862589943833,0.6895108247109116,0.026478909642907337,0.0944921131349253,0.9668780675523971,0.025676422751513727,0.32052931501344667,0.9046053556746397,0.5025341667459431,0.9416280746284514,0.9974292758431075,0.24296628787567304,0.15534859263235695,0.6928648297656077,0.01848897124412924,0.778789790992877,0.020172129572831186,0.8962176814858293,0.05858528944521126,0.07192899675121049,0.3899969976736799,0.43895741646074643,0.9229936664371821,0.09893929969730125
Agrimonia eupatoria,0.04280778769892823,0.050280564419455276,0.06557507021082655,0.04593594444509022,0.8104681727391212,0.03647961487841929,0.12943327863244022,0.09584546930852285,0.9822349215278798,0.9642703321452525,0.08082519938914627,0.04599863661995554,0.3550536067560224,0.7640245431418556,0.8672834232019092,0.07661520467833097,0.8740994521246742,0.5117501710146873,0.9764895818218513,0.286099271971334,0.9903744216281117,0.05547982723994696,0.016649635345007473,0.9410151672962824,0.7064078085830238,0.008407371262258715,0.05253768190103946,0.9537122762706524,0.5493064615102049,0.162777440636673,0.9995672003635054,0.0,0.9554232932180803,0.5108868020355412,0.04555581531957973,0.9646854043864883,0.44258513368692637,0.01029352101440663,0.9451856391680846,0.534159533024635,0.9578825905554539,0.024897773141772696,0.6450101537607182,0.9877398342761187,0.9728442570191654,0.9125061107845995,0.9809197302996079,0.0058707380481809734,0.007213114758492641,0.0750468742363556,0.982790375073821,0.9929042081873707,0.8983953133941966,0.9459275198743263,0.7077883407790221,0.9578412837385423,0.6371332125794331,0.9905963530676044,0.8856148702697043,0.0683037844175584,0.10212163827164265,0.8584343388164645,0.9542661058206711,0.7932850979419579,0.9440079685938202,0.11111137508586645,0.08144217889476717,0.43083068916993306,0.8692300538430859,0.011279293570995875,0.9177938689592371,0.9621325075453631,0.5272423298689458,0.023473564167704443,0.8675605916647856,0.4323105854062803,0.055154558885367654,0.7031039784961027,0.030292039758928444,0.103541508491006,0.9713234102705811,0.03027686621907213,0.3372123758375066,0.9141419442873157,0.5172805317249037,0.9500384301505139,0.9974601694581613,0.2568583430016115,0.16539255651022688,0.706347016299817,0.02155260005463562,0.7938135644160608,0.024148167435381843,0.9080746890426276,0.06635550036545225,0.080546802140897,0.40255076307163584,0.45191980372711993,0.9200367050772095,0.10753080484193621
Dactylis glomerata,0.0712379389234891,0.0765308310746826,0.09700721357924133,0.07374000150388624,0.8134947838373968,0.06619366916068611,0.15548341485269498,0.12768913189886463,0.9270459015923003,0.9592554178589554,0.1140231517699238,0.07148756045861128,0.3708702709061188,0.71976965184152,0.8606238784894049,0.10982438361795409,0.9394183829557707,0.5163724091594836,0.9954368879940851,0.30512714149689696,0.9863543259499776,0.08632661545585951,0.03663260178605298,0.9987687953728547,0.7132443649523892,0.020683751353059027,0.08460996979048754,0.9548622343062924,0.5612352865055609,0.19444191943417194,0.953784252555795,0.9554232932180803,0.0,0.5243504935540734,0.07173535560800726,0.989654890354627,0.4547925595846982,0.028501671104984878,0.9944086701116777,0.5465687520428641,0.9816196519681636,0.04755586685853206,0.6519008670007812,0.9850288617650491,0.9096654049573932,0.8543076529837486,0.926156850803353,0.02152191930788316,0.0259308578148551,0.10628813452317723,0.9798310148305789,0.9828431650409121,0.9109072361258455,0.9457319614691365,0.7385569530381255,0.9495417629764166,0.6528577866811794,0.9727757188881366,0.9315731246590068,0.10461737484481566,0.13195000117022895,0.8612352648588547,0.9373604410649805,0.7850958571009707,0.8917263947459786,0.1403206920867694,0.1195066922403863,0.44183293941708424,0.8548298842343962,0.02917734281322449,0.9635918198458121,0.9715321877932025,0.5330886720705548,0.04842736521220748,0.8700871618771018,0.44442432772607926,0.08040083477922488,0.7288932790026745,0.05197846291611208,0.13472938800771864,0.9891064633238624,0.059443622308502565,0.3556021114475919,0.9384330737216434,0.5304641400239083,0.9473190509571511,0.9720519645810974,0.27984300642115645,0.1889034417378937,0.7334988685756185,0.04151064375702908,0.783224409670809,0.051775830572873445,0.8459617557516731,0.10198846360253146,0.11628017984813428,0.4200568978653006,0.4702912070385147,0.9826676282401992,0.13530329204216343
Polygala vulgaris,0.7709600761450066,0.7712327426549691,0.8153191312825315,0.7732987260883395,0.8775972499522015,0.7629958029843719,0.8666931092488621,0.8533909576814313,0.5937554001213545,0.6599542975464929,0.8388621028720341,0.76034305519707,0.9831485554231255,0.7958965728929299,0.814591834011644,0.8336842522189564,0.33476207195530555,0.9809793507188096,0.506620707727098,0.9608681736522197,0.520679167780934,0.7991790617570732,0.6756642494120614,0.5270883397908711,0.9490950776629937,0.575759619638219,0.7973296786555929,0.39153331282056897,0.9977208682724092,0.9108196007677251,0.49622243744933386,0.5108868020355412,0.5243504935540734,0.0,0.7640916385286606,0.45497080172740223,0.9962933959980647,0.6477699909339804,0.46026601639314246,0.9990780385796223,0.6395109816861428,0.7094617633718062,0.9729838752069445,0.48958779922552353,0.6027718646116869,0.6915064368429077,0.5976792271419769,0.6098577947354257,0.6257266662787074,0.8272657954094085,0.46049340088718554,0.52959467040768,0.7823252489185809,0.7008448701921345,0.9590280401113455,0.6767678027873039,0.9841872612175142,0.5768426777007495,0.33213911766563886,0.8245760687833914,0.8543831230005986,0.8313736247029431,0.6839921329869533,0.8766606677836865,0.6671246948249434,0.8618310442529309,0.8405748258995932,0.9898420940353385,0.8046100135702923,0.6486309715979598,0.705240182396154,0.6526877373799177,0.987736157193591,0.7191755418923448,0.8209542793268155,0.9947142363944668,0.7711274172011455,0.962090227020382,0.7089655385901602,0.8600509542325946,0.5978186032205832,0.7474771126608056,0.9669941062527201,0.7494982132556502,0.9999292499921426,0.6928059310604222,0.5058709621321634,0.955373485525543,0.8883684843337964,0.9604810277876003,0.6821122068841886,0.8724137897659285,0.7276546550392944,0.6869781138363743,0.8218970325352069,0.8407583120765424,0.9727292185447672,0.9848796957143923,0.41483213273990993,0.8517882914435612
Buphthalmum salicifolium,0.9938846632888286,0.9997916980724644,0.9821068306213666,0.9975531556081139,0.392347872444164,0.9784717855382153,0.9785418495189876,0.9698092590667398,0.08009297362579314,0.1394304237815049,0.9656098986804068,0.9994792346316723,0.8413209994077469,0.24544837081403906,0.2928270840615871,0.9667023893158089,0.010708842236740401,0.6587115914972715,0.05534363006429119,0.8993026657278862,0.05636852232446116,0.985019595785266,0.9854121396446731,0.07856753805979108,0.5359691153724325,0.9068672262887578,0.9740936350289664,0.016914902561073288,0.7217420230072081,0.9077383279942658,0.04030439593969345,0.04555581531957973,0.07173535560800726,0.7640916385286606,0.0,0.03618699433776641,0.789176573413551,0.9712591266133235,0.04285712594798738,0.7377638522745388,0.1386189274507518,0.9944192854421128,0.6020862131310776,0.044004105355296606,0.08307464238839084,0.14094241102466948,0.08224356956469492,0.941814474940663,0.9206222608660719,0.982043668706129,0.03396068759808122,0.059024189648921636,0.2701327099312566,0.1760523745206594,0.6049142164114903,0.15106010888532537,0.6536456580510194,0.08043352870084103,0.009388458403998217,0.9333183310949024,0.9791212620670339,0.3234903782761415,0.15258740548130018,0.3795521258442906,0.12533271268314103,0.9773895593703842,0.9088098683251283,0.7529190616248215,0.2741899675042714,0.9748326220460874,0.2153027201309785,0.14109399214377122,0.6768289220881495,0.9876993071445342,0.309257309377544,0.7867081766500096,0.9973888467191167,0.6016968802500459,0.9886159792005145,0.9701156826998186,0.10541868229030409,0.9701386931144733,0.7546054203559469,0.24301587003647926,0.7569961325577363,0.16749301085000654,0.04645750014143516,0.877250383154936,0.9662247270355655,0.6001590314215148,0.9830530232424435,0.3706315266182238,0.9656627845265924,0.13625052933075413,0.9415502051574652,0.939533196537787,0.8635119357824372,0.8351153464414098,0.02921777984904574,0.9844917550825981
Arrhenatherum elatius,0.0341036836037376,0.03987094033626836,0.0517475543323563,0.03650037383590496,0.7539153473505875,0.029327487381269016,0.10368655939820397,0.07553487751002666,0.9160428673508738,0.9333028654777735,0.06360382405598186,0.036528562931228865,0.29954792760010424,0.6535130832378289,0.8088973483187658,0.06031185675922294,0.9669298141865261,0.43846765974253654,0.9956707561985085,0.23887032591208693,0.9883330863121129,0.04391265572262459,0.013801271536897848,0.9837805750626782,0.6457533323755398,0.007102471937296969,0.041660922050278666,0.9867411062486556,0.4909121626154597,0.12892281198818323,0.9667562777293008,0.9646854043864883,0.989654890354627,0.45497080172740223,0.03618699433776641,0.0,0.38288564159499455,0.008936312517432423,0.9962131130227116,0.47645017281202556,0.9552902513068736,0.020186880718490615,0.5816389485458053,0.9938178741483749,0.8955494219592346,0.8174704041632921,0.9142150911819766,0.00546597422657973,0.006709636754362171,0.059164083221338884,0.9955337539927935,0.9838552347928656,0.8642318955847844,0.9122385181225214,0.6738656183143158,0.9207740596345118,0.5848049531553215,0.9645284775656224,0.9664496154838365,0.053821513874414785,0.08077216621766344,0.8078134920360597,0.9075971844673705,0.7233666969896967,0.8630102325257437,0.08808307369674657,0.06392164749123543,0.3656751126822653,0.8037557890959152,0.009643656553365116,0.9230111708565908,0.9452589306197948,0.4575924495312264,0.019247387240584134,0.8180972138910119,0.3715544359674486,0.04371894916485726,0.6636641630995165,0.024274672773687906,0.08172380017964405,0.9712758379287312,0.02462083353594361,0.2752150529188165,0.8952935399199137,0.46085879415834924,0.9153650196179912,0.9807017297125661,0.20933642511809225,0.13440931987203666,0.6684745828232934,0.017504680729233984,0.7214755788608066,0.01993518509548239,0.808798089606172,0.05232186267211042,0.06328784415533249,0.35808310654910525,0.4067542092819103,0.990401612825533,0.08545153659098491
Frangula alnus,0.7997009989575399,0.7958324217451426,0.8452852106444673,0.800709108456276,0.8432447425532802,0.7945365203448386,0.8887418188318609,0.8823819987843003,0.5314371609808721,0.5997411500450153,0.869729738804153,0.7842955353036626,0.9942192146492473,0.7642838668876706,0.7721748458455482,0.8647780153022064,0.26365211025534346,0.9807512994060074,0.4360844100174731,0.9753160928007063,0.45105597608435954,0.8293415040855849,0.6983453257208647,0.45806314159786804,0.9276607556691137,0.5855070672386756,0.8291555949450791,0.31987294673412037,0.9913361177260601,0.9385028761377926,0.4274343789205328,0.44258513368692637,0.4547925595846982,0.9962933959980647,0.789176573413551,0.38288564159499455,0.0,0.6721052049616305,0.38842266260866715,0.993862097578916,0.5769546090641318,0.7333840306904057,0.9583340854564877,0.41876391580132394,0.5421808420859233,0.6407567388871647,0.5356466962243215,0.6348071536765909,0.6552518003893261,0.8564431618477836,0.38895322177509106,0.46054027006374787,0.7338132087248577,0.6442592332625648,0.9337719250118394,0.6182627156902906,0.9686992102978357,0.5107181269834532,0.2614542949456334,0.8587987234787492,0.8811174991672585,0.7900229907328568,0.6267354835502408,0.8448793244774497,0.6118785211384868,0.8877460854538496,0.8751139844223457,0.9963817721770288,0.7619691806848786,0.6710878254452987,0.6483619858828654,0.591372697713446,0.9855720571604583,0.7476984368268579,0.7781934357653567,0.9997937954601306,0.7936999130452426,0.9382602391529095,0.7292661656635719,0.8881937187888106,0.5322387584627998,0.7797670995842821,0.9828512526370258,0.6968811165195457,0.9958251971672116,0.6355554741757914,0.436361911790398,0.9752343626322953,0.9073180160180228,0.9360758970284069,0.7019842075337036,0.8405421101294637,0.7598410652907464,0.636566048235172,0.8557480361294304,0.8737844728499261,0.9726539149117592,0.9815651944688603,0.3424454706508807,0.8760466893069674
Thesium rostratum,0.9674887139676953,0.9669753362830943,0.93573362878047,0.9687312237563694,0.2788712422621654,0.9555876133153535,0.9082080852252638,0.9066728086315168,0.024977614226898464,0.06756891642759923,0.9072159488513274,0.969797462159479,0.7292520728039045,0.1266369435610441,0.1873199505313879,0.9105074084271729,0.0011389561416475392,0.5284447204570688,0.01766971615868309,0.7974347907319297,0.016958098244828888,0.9459791744382214,0.993309412394359,0.03383348446542022,0.41534256255266977,0.9044655326533372,0.9344682098781122,0.0020577468084027367,0.6029654903029696,0.8149654529887532,0.008289270068573908,0.01029352101440663,0.028501671104984878,0.6477699909339804,0.9712591266133235,0.008936312517432423,0.6721052049616305,0.0,0.01282613747409227,0.6197553206612776,0.07147390584663849,0.9884209498140643,0.4795110731193582,0.011314400585932418,0.025565958151013302,0.05764250791562077,0.026088066477544858,0.992234167300878,0.9609087735819781,0.9305457924770484,0.0072563532432082,0.01792483800050125,0.17442467852937657,0.09512792474884718,0.49369245199180606,0.07520570493397553,0.53613565161914,0.028611932938461128,0.00079432225210053,0.8716217078393268,0.9161483667402288,0.21734719847190606,0.0746744743520402,0.2615356560469245,0.050021410884057586,0.9113066150316597,0.8337253620438249,0.6298305829249063,0.1687427649445332,0.997240429340803,0.13627965700984798,0.07105826174724691,0.5503106284820363,0.9861213193510647,0.20484544576321118,0.668752197010419,0.9599343313113451,0.4886862239679521,0.9706339352926515,0.904538036346689,0.04745789284590918,0.9534617567032662,0.6268818281553628,0.154591004742559,0.6401943849652822,0.08821075260563364,0.011449118120848343,0.7718323010906032,0.8868824574865686,0.4876812144975358,0.9766392768006437,0.25226678430915983,0.9583070362160143,0.05377261925389795,0.8833946822405764,0.8739714395938832,0.7571810161745357,0.7260133890068672,0.007087628504977236,0.9210753566549124
Heracleum sphondylium,0.04124077768359074,0.046657046559952994,0.060118461944729785,0.043563841999260104,0.7549983843022099,0.03659606841985457,0.11158192945204638,0.08457761722202535,0.8977101197485439,0.9281738092338168,0.0727313140127907,0.04304437017415469,0.30619061039246637,0.6464193656897489,0.8067872036877378,0.06935902035837765,0.9690001034722107,0.44285475954441167,0.992262627039229,0.24599925894024807,0.9791540318815561,0.05192287491201149,0.01831450594116814,0.9926947941165886,0.6487711105349379,0.009738182753358323,0.04990090351787219,0.9730072698306821,0.4958207037798263,0.13901215407431453,0.9463465951033022,0.9451856391680846,0.9944086701116777,0.46026601639314246,0.04285712594798738,0.9962131130227116,0.38842266260866715,0.01282613747409227,0.0,0.48149790828134137,0.9571826681951593,0.02553992880478616,0.5851204437539874,0.9837582873016051,0.8761425561966328,0.8027146692247339,0.8961198268458817,0.008618185299262011,0.010537573819358693,0.06767320783478686,0.9841452294376659,0.9734352810205807,0.8659785815750614,0.9092684649688166,0.6824101281328264,0.9152704120955059,0.5901116819516006,0.9538238791298537,0.962184703237694,0.06348344789147674,0.08936757621179764,0.8080769831271359,0.9002657429823138,0.7222375882791509,0.8480633776728322,0.09664247882207631,0.0743365039396961,0.3715061835554207,0.7998517884110061,0.01351653045952153,0.9324505436854476,0.9436104519569063,0.46184651639875585,0.02505586386086444,0.8181198788530067,0.37722236715298224,0.05035537083647452,0.6710033653683577,0.0295582050448019,0.09071674094245674,0.9704712601270044,0.0315802722376798,0.28356836712424827,0.8995161871349676,0.46608982434941726,0.9115953320133827,0.965490906582358,0.21784510235639268,0.14192224823741953,0.6761305361263787,0.022172985244562907,0.7198365746473306,0.02635011831282639,0.7934004248534344,0.06176631185714441,0.07307207150079345,0.36406750211690486,0.4128975352199354,0.9963707673521541,0.09355652117608905
Pinus sylvestris,0.7466349393828873,0.7449883443594205,0.7938091996601935,0.7483447750710016,0.8954651145984571,0.7402919521163046,0.8454308816720654,0.8340485287095325,0.6182328244130723,0.683803671853082,0.8196438037700866,0.7334583047991531,0.9767980413378368,0.8180728220958616,0.8357229101849214,0.8142354262039624,0.35247291512769585,0.9866269222240364,0.5291256825073266,0.9492890593905147,0.5437285417578157,0.7769113560840847,0.6466267402457558,0.5489791100778859,0.9611323083306621,0.5425783843257869,0.7761775083470941,0.4115210359747547,0.9996927420333235,0.8981217980137783,0.5192124308859138,0.534159533024635,0.5465687520428641,0.9990780385796223,0.7377638522745388,0.47645017281202556,0.993862097578916,0.6197553206612776,0.48149790828134137,0.0,0.6626205206575143,0.6812741096497718,0.9818455193982293,0.5120904477061982,0.6273678567367645,0.716065476073284,0.6221846937463275,0.5831072293659014,0.6021205982818436,0.8060191786911454,0.48238819201069943,0.5528533134544512,0.8036040173456218,0.7242387097337886,0.9667173697738264,0.7006080862665248,0.9900095762756013,0.6007522925395298,0.34986723883493803,0.8075854159574376,0.8338387779910365,0.8514577317751073,0.7079933727968702,0.8951286945084119,0.6917819454978142,0.8415316010231422,0.8257826561119009,0.9898456724649569,0.8263500431863969,0.6195666663094708,0.7265930153565521,0.6761795139462997,0.992503968869233,0.6935530159653713,0.8414532298008948,0.9924864653864124,0.7442247432193548,0.970237135732799,0.6794631257823882,0.840771912897266,0.6211455548840311,0.7250160884101912,0.9661405952684725,0.7710528121836251,0.9995178499360036,0.716361418593457,0.5289042606045626,0.9459403339063018,0.8683174014334631,0.968635387372276,0.6520149323088905,0.8912047806132527,0.7048391281539456,0.7115743841024323,0.8042163936293197,0.8237869051268388,0.9622915066027748,0.9772107781251157,0.4349082646004657,0.8300099594607427
